ResourceID,name_of_consultation,date_logged,consult_type,development_type,application_type,consult_status,condition_type,condition_description,communication_date,communication_type,communication_notes,planning_outcome,audit_outcome,geometry
aa4d7980-e0fc-4295-bfed-78e24cf0a799,Consultation for 443 Prairie Rose Junction,2019-05-12,Pre-Application,Road construction,Enquiry,Post-excavation assessment,Building Engagement,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,25/03/2019,Mail,In congue. Etiam justo. Etiam pretium iaculis justo.,No outcome,IT Failure,POINT (-0.096934237579255 51.5247099650033)
8ea04fe7-d7c0-4ba6-8a60-582cb3dc967a,Consultation for 27 Schmedeman Park,2018-09-10,Post-Application,Building alteration,Listed Building Consent,Project Initiation,Building Recording,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",05/09/2018,Mail,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,No outcome,Extended Deadline,POINT (-0.095850141448435 51.529048898118)
6e5c10c9-1cd7-4c53-b3a7-689b89359dbb,Consultation for 77 Cordelia Pass,2018-11-07,Post-Application,Road construction,Enquiry,Mitigation,Building Recording,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",25/09/2018,Telephone,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,Approved - with full condition,Admin error,POINT (-0.092659581509725 51.522842966601)
ca5a3aa9-79a2-4d71-9753-ba99a7fea0f1,Consultation for 04 Fieldstone Trail,2019-05-10,Condition Application,Land restoration,Enquiry,Post-excavation assessment,Agree WSI,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,10/12/2018,Email,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",Approved - with watching brief condition,IT Failure,POINT (-0.092107592313399 51.5228782777029)
5c34c487-f9d3-40d1-ac5f-b4861f869613,Consultation for 18178 Schiller Junction,2018-09-08,Condition Application,Land restoration,Enquiry,Post-excavation assessment,Building Engagement,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",09/09/2018,Email,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Approved - with watching brief condition,Extended Deadline,POINT (-0.091914006752188 51.5232991562812)
1f3834cf-1afb-4563-acae-22eff6ca4f3a,Consultation for 476 Lakeland Junction,2019-03-18,Post-Application,Mixed Use,Listed Building Consent,Aborted,Agree WSI,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,30/05/2019,Mail,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",Approved - with watching brief condition,Further Information Required,POINT (-0.099405651455056 51.5223685816609)
c361af27-5824-42ee-b2a7-9111a8a87255,Consultation for 85158 Ilene Way,2018-12-03,Post-Application,Mixed Use,Appeal,Completed,Building Engagement,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",20/06/2019,Email,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",No outcome,Information Unavailable,POINT (-0.098473127651059 51.5218065568777)
4d9c6b95-10fd-4e69-a4a6-81595d24f009,Consultation for 89 Coleman Pass,2019-05-09,Condition Application,Building alteration,Appeal,Post-excavation assessment,Agree WSI,Phasellus in felis. Donec semper sapien a libero. Nam dui.,22/03/2019,Mail,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",No outcome,IT Failure,POINT (-0.09476061570871 51.5230140705804)
bb5a2426-ed15-4964-9565-bdf4d00ea47a,Consultation for 042 Moland Center,2018-09-09,Condition Application,Building alteration,Appeal,Dormant,Building Engagement,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",22/11/2018,Telephone,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",No outcome,IT Failure,POINT (-0.094464474129991 51.5227721195142)
f7d100e1-54a9-46cf-b483-b2eb7416a7b4,Consultation for 5842 Waywood Drive,2018-11-30,Pre-Application,Road construction,Listed Building Consent,Pre-decision assessment/evaluation,Building Recording,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",09/05/2019,Mail,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Approved - with watching brief condition,Further Information Required,POINT (-0.094093432093556 51.5224215828389)
6a9e7fd1-e282-4f30-a6d4-86528bae0f25,Consultation for 02 Ilene Pass,2019-01-26,Condition Application,Mixed Use,Appeal,Aborted,Building Engagement,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,16/02/2019,Telephone,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Approved - with full condition,Extended Deadline,POINT (-0.093458474002797 51.5227146059116)
1723449c-8d9c-43c6-92e5-44b45e24e921,Consultation for 359 Green Parkway,2018-09-10,Post-Application,Land restoration,Enquiry,Post-excavation assessment,Building Engagement,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",04/06/2019,Email,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",Approved - with legal agreement,Admin error,POINT (-0.108438777571353 51.5229228515014)
65999649-b048-4cec-b333-f091113d5902,Consultation for 215 Messerschmidt Junction,2019-05-22,Condition Application,Mixed Use,Enquiry,Dormant,Building Engagement,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",15/01/2019,Mail,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,No outcome,Leave,POINT (-0.106881265241056 51.5225175833839)
b82a88a9-45dd-4d8e-a331-3af03ff9d830,Consultation for 3779 Loeprich Lane,2019-01-28,Condition Application,Mixed Use,Appeal,Dormant,Building Engagement,Sed ante. Vivamus tortor. Duis mattis egestas metus.,01/10/2018,Mail,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,Approved - with legal agreement,Information Unavailable,POINT (-0.104630133756659 51.5228819645674)
4296f182-057d-4f26-9b5a-435760411494,Consultation for 3391 John Wall Way,2018-10-30,Condition Application,Land restoration,Prior Approval,Post-excavation assessment,Building Recording,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",30/07/2018,Telephone,In congue. Etiam justo. Etiam pretium iaculis justo.,Approved - with watching brief condition,Further Information Required,POINT (-0.105370198395856 51.5211338302586)
c4490f75-6ba3-4e7e-ac75-153f2b0a258e,Consultation for 39 Thierer Street,2019-05-08,Pre-Application,Building alteration,Prior Approval,Post-excavation assessment,Building Recording,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,01/09/2018,Telephone,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,Approved - with watching brief condition,Further Information Required,POINT (-0.103968159324433 51.5221868457035)
fbda35a8-9ab2-4129-b9ab-9b90f640800e,Consultation for 165 Bay Hill,2019-05-06,Post-Application,Mixed Use,Appeal,Dormant,Agree WSI,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",27/02/2019,Telephone,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Implemented,Information Unavailable,POINT (-0.102265509435489 51.5217646186169)
de0e88af-670d-4640-9630-7ced252420d4,Consultation for 7 Butterfield Hill,2018-07-28,Post-Application,Road construction,Listed Building Consent,Mitigation,Building Engagement,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,19/09/2018,Telephone,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",No outcome,IT Failure,POINT (-0.101021021033006 51.5203884640594)
bd1dd4ea-d468-4910-92a7-b7acb1761d32,Consultation for 781 Oxford Park,2019-04-27,Condition Application,Road construction,Prior Approval,Completed,Building Recording,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,13/05/2019,Mail,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,No outcome,Information Unavailable,POINT (-0.100582348647868 51.5212923005613)
3432aecf-ced8-4538-ae0c-f4086457830f,Consultation for 138 Talmadge Terrace,2018-10-16,Condition Application,Road construction,Enquiry,Dormant,Agree WSI,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",25/07/2018,Email,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,Implemented,Admin error,POINT (-0.10034262440301 51.5224789974421)
2ea7d68d-54a9-496f-a091-ead5f9558b61,Consultation for 1547 Orin Street,2019-04-01,Pre-Application,Building alteration,Prior Approval,Aborted,Building Recording,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",16/01/2019,Mail,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,Approved - with legal agreement,IT Failure,POINT (-0.098193951359403 51.5265552838216)
d479540d-c312-4d29-8627-e4ea172d13ec,Consultation for 0390 Warrior Alley,2019-05-01,Condition Application,Road construction,Listed Building Consent,Pre-decision assessment/evaluation,Agree WSI,Sed ante. Vivamus tortor. Duis mattis egestas metus.,01/07/2019,Telephone,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,Approved - with full condition,IT Failure,POINT (-0.098705785 51.532771095)
ad0abc0b-32b9-4a2d-b955-02b5e6ba5e7d,Consultation for 3 Northland Junction,2018-11-18,Pre-Application,Mixed Use,Appeal,Pre-decision assessment/evaluation,Agree WSI,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",01/08/2018,Email,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Approved - with watching brief condition,Further Information Required,POINT (-0.098110867824381 51.524299223995)
a32808f5-e306-43d2-a21d-61c131e1654a,Consultation for 56752 Fallview Avenue,2018-07-26,Condition Application,Mixed Use,Enquiry,Completed,Agree WSI,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",15/11/2018,Email,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",No outcome,Leave,POINT (-0.097411353502726 51.5232483688392)
c87ead27-3537-4e07-9c19-9682917cc156,Consultation for 202 Monica Pass,2019-02-21,Post-Application,Mixed Use,Prior Approval,Dormant,Agree WSI,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",12/04/2019,Telephone,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,Approved - with full condition,IT Failure,POINT (-0.081796310488032 51.5226413636388)
23e611cf-3ed7-4eb4-ba96-9ffe687b2563,Consultation for 70 Dunning Street,2019-03-11,Pre-Application,Land restoration,Appeal,Mitigation,Agree WSI,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,04/06/2019,Telephone,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",Approved - with full condition,Leave,POINT (-0.082825646116399 51.5229468909269)
f942184e-0b75-4f52-9aa4-a0b5fc00369c,Consultation for 3751 Myrtle Drive,2018-09-03,Condition Application,Building alteration,Prior Approval,Pre-decision assessment/evaluation,Building Recording,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,19/06/2019,Mail,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",Approved - with full condition,Leave,POINT (-0.084735951740413 51.5247341228237)
72299bfe-3809-4043-9342-516deef93595,Consultation for 494 Derek Hill,2019-01-08,Pre-Application,Mixed Use,Listed Building Consent,Post-excavation assessment,Agree WSI,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",04/06/2019,Mail,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",Approved - with full condition,IT Failure,POINT (-0.083748114271128 51.5251433218726)
e593b015-d92b-46d3-bfba-64b15a8eb1a4,Consultation for 9 Sugar Street,2019-04-20,Post-Application,Land restoration,Enquiry,Dormant,Building Engagement,Phasellus in felis. Donec semper sapien a libero. Nam dui.,01/06/2019,Telephone,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",No outcome,Admin error,POINT (-0.084296684197426 51.520951327872)
501a5efa-d090-4da0-b09a-068caf78aaf2,Consultation for 84819 Kensington Junction,2019-02-03,Post-Application,Mixed Use,Listed Building Consent,Pre-decision assessment/evaluation,Agree WSI,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,09/05/2019,Mail,Phasellus in felis. Donec semper sapien a libero. Nam dui.,Implemented,Admin error,POINT (-0.08309390903506 51.5210519298962)
a7422d5a-815f-408d-8a52-76178d23cd1f,Consultation for 9 Thierer Way,2019-05-01,Condition Application,Road construction,Appeal,Completed,Building Recording,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,12/07/2019,Email,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,No outcome,Extended Deadline,POINT (-0.08411876404044 51.5214908025629)
4b395ead-6be4-4133-845b-b46aa977c2bb,Consultation for 91252 Vahlen Street,2018-08-12,Pre-Application,Road construction,Enquiry,Post-excavation assessment,Building Recording,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",22/02/2019,Telephone,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",Approved - with full condition,Information Unavailable,POINT (-0.086617724228906 51.5176336296802)
e1b25f61-860b-4ec3-9ad7-393353514225,Consultation for 0610 Stang Way,2018-11-26,Condition Application,Road construction,Listed Building Consent,Aborted,Agree WSI,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,02/03/2019,Mail,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",Implemented,Admin error,POINT (-0.088228010081249 51.51885187453)
c68f2104-ce69-4ed9-906a-8de9d3daf782,Consultation for 326 Paget Alley,2018-11-29,Pre-Application,Road construction,Prior Approval,Aborted,Building Engagement,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,11/02/2019,Email,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",Implemented,Leave,POINT (-0.092019280253982 51.5159062051144)
